




class_5 PathMinHeap
class_2389 PaneBlock
class_2390 DustParticleEffect
class_2391 KelpPlantBlock
class_2392 ItemStackParticleEffect
class_2393 KelpBlock
class_2394 ParticleEffect
class_2395 Factory
class_2396 ParticleType
class_2397 LeavesBlock
class_2398 ParticleTypes
class_2399 LadderBlock
class_2400 DefaultParticleType
class_2401 LeverBlock
class_2402 FluidFillable
class_2403 DataGenerator
class_2404 FluidBlock
class_2405 DataProvider
class_2406 LoomBlock

class_2408 DataCache
class_2409 AdvancementProvider

class_2411 MelonBlock
class_2412 AdventureTabAdvancementGenerator
class_2413 MagmaBlock
class_2414 HusbandryTabAdvancementGenerator
class_2415 BlockMirror
class_2416 NetherTabAdvancementGenerator
class_2417 StoryTabAdvancementGenerator
class_2418 MyceliumBlock
class_2419 EndTabAdvancementGenerator
class_2420 MushroomPlantBlock
class_2421 NetherWartBlock
class_2422 BlockListProvider
class_2423 NetherPortalBlock
class_2424 AreaHelper
class_2425 CommandSyntaxProvider
class_2426 ObserverBlock
class_2427 RegistryDumpProvider
class_2428 NoteBlock
class_2429 ConnectingBlock
class_2430 BlockLootTableGenerator
class_2431 OreBlock
class_2432 ChestLootTableGenerator
class_2433 WallPlayerSkullBlock
class_2434 EntityLootTableGenerator
class_2435 PlayerSkullBlock
class_2436 RedstoneBlock
class_2437 FishingLootTableGenerator
class_2438 LootTableProvider
class_2439 PotatoesBlock
class_2440 PressurePlateBlock
class_2441 ActivationRule
class_2442 PoweredRailBlock
class_2443 RailBlock
class_2444 RecipeJsonProvider
class_2445 PumpkinBlock
class_2446 RecipeProvider
class_2447 ShapedRecipeJsonBuilder
class_2448 ShapedRecipeJsonProvider
class_2449 RedstoneOreBlock
class_2450 ShapelessRecipeJsonBuilder
class_2451 ShapelessRecipeJsonProvider
class_2452 RailPlacementHelper
class_2453 RedstoneLampBlock
class_2454 CookingRecipeJsonBuilder
class_2455 CookingRecipeJsonProvider
class_2456 ComplexRecipeJsonBuilder
class_2457 RedstoneWireBlock
class_2458 WallRedstoneTorchBlock
class_2459 RedstoneTorchBlock
class_2460 BurnoutEntry
class_2461 NbtProvider
class_2462 RepeaterBlock
class_2463 SnbtProvider
class_2464 BlockRenderType
class_2465 PillarBlock
class_2466 BlockTagProvider
class_2467 EntityTypeTagProvider
class_2468 SandBlock
class_2469 FluidTagProvider
class_2470 BlockRotation
class_2471 ItemTagProvider
class_2472 SeaPickleBlock
class_2473 SaplingBlock
class_2474 AbstractTagProvider

class_2476 SeagrassBlock
class_2477 Language
class_2478 AbstractSignBlock
class_2479 NbtByteArray
class_2480 ShulkerBoxBlock
class_2481 NbtByte
class_2482 SlabBlock
class_2483 AbstractNbtList
class_2484 SkullBlock
class_2485 SkullType
class_2486 Type
class_2487 NbtCompound
class_2488 SnowBlock
class_2489 NbtDouble
class_2490 SlimeBlock
class_2491 NbtEnd
class_2492 SoulSandBlock
class_2493 SnowyBlock
class_2494 NbtFloat
class_2495 NbtIntArray
class_2496 SpawnerBlock
class_2497 NbtInt
class_2498 BlockSoundGroup
class_2499 NbtList
class_2500 SpreadableBlock
class_2501 NbtLongArray
class_2502 SpongeBlock
class_2503 NbtLong
class_2504 StainedGlassPaneBlock
class_2505 NbtTagSizeTracker
class_2506 StainedGlassBlock
class_2507 NbtIo
class_2508 SignBlock
class_2509 NbtOps
class_2510 StairsBlock
class_2511 GourdBlock
class_2512 NbtHelper
class_2513 StemBlock
class_2514 AbstractNbtNumber
class_2515 StructureBlock
class_2516 NbtShort
class_2517 StoneButtonBlock
class_2518 StructureVoidBlock
class_2519 NbtString
class_2520 NbtElement
class_2521 TallFlowerBlock
class_2522 StringNbtReader
class_2523 SugarCaneBlock
class_2524 PacketEncryptionManager
class_2525 TallSeagrassBlock
class_2526 FernBlock
class_2527 TorchBlock
class_2528 PacketDecryptor
class_2529 PacketEncryptor
class_2530 TntBlock
class_2531 TrappedChestBlock
class_2532 PacketInflater
class_2533 TrapdoorBlock
class_2534 PacketDeflater
class_2535 ClientConnection
class_2536 QueuedPacket
class_2537 TripwireHookBlock
class_2538 TripwireBlock
class_2539 NetworkState
class_2540 PacketByteBuf
class_2541 VineBlock
class_2542 TurtleEggBlock
class_2543 DecoderHandler
class_2544 WallBlock
class_2545 PacketEncoder
class_2546 WallBannerBlock
class_2547 PacketListener
class_2548 PacketEncoderException
class_2549 WallSkullBlock
class_2550 SplitterHandler
class_2551 WallSignBlock
class_2552 SizePrepender
class_2553 LilyPadBlock

class_2555 WallTorchBlock
class_2556 MessageType
class_2557 WeightedPressurePlateBlock
class_2558 ClickEvent
class_2559 Action
class_2560 CobwebBlock
class_2561 Text
class_2562 Serializer
class_2563 WitherRoseBlock
class_2564 Texts
class_2565 WetSpongeBlock

class_2567 WallWitherSkullBlock
class_2568 HoverEvent

class_2570 WitherSkullBlock
class_2571 WoodenButtonBlock
class_2572 KeybindTextContent
class_2573 BannerBlockEntity
class_2574 NbtTextContent
class_2575 BlockNbtDataSource
class_2576 EntityNbtDataSource
class_2577 CarpetBlock
class_2578 ScoreTextContent
class_2579 SelectorTextContent
class_2580 BeaconBlockEntity
class_2581 BeamSegment
class_2582 BannerPattern
class_2583 Style
class_2584 Serializer
class_2585 LiteralTextContent
class_2586 BlockEntity
class_2587 BedBlockEntity
class_2588 TranslatableTextContent
class_2589 BrewingStandBlockEntity
class_2590 TranslationException
class_2591 BlockEntityType
class_2592 Builder
class_2593 CommandBlockBlockEntity
class_2594 Type
class_2595 ChestBlockEntity
class_2596 Packet
class_2597 ConduitBlockEntity
class_2598 NetworkSide
class_2599 ComparatorBlockEntity
class_2600 NetworkThreadUtils
class_2601 DispenserBlockEntity
class_2602 ClientPlayPacketListener
class_2603 DaylightDetectorBlockEntity
class_2604 EntitySpawnS2CPacket
class_2605 EnchantingTableBlockEntity
class_2606 ExperienceOrbSpawnS2CPacket

class_2608 DropperBlockEntity
class_2609 AbstractFurnaceBlockEntity

class_2611 EnderChestBlockEntity

class_2613 PlayerSpawnS2CPacket
class_2614 HopperBlockEntity
class_2615 Hopper
class_2616 EntityAnimationS2CPacket
class_2617 StatisticsS2CPacket
class_2618 LidOpenable
class_2619 JukeboxBlockEntity
class_2620 BlockBreakingProgressS2CPacket
class_2621 LootableContainerBlockEntity
class_2622 BlockEntityUpdateS2CPacket
class_2623 BlockEventS2CPacket
class_2624 LockableContainerBlockEntity
class_2625 SignBlockEntity
class_2626 BlockUpdateS2CPacket
class_2627 ShulkerBoxBlockEntity
class_2628 AnimationStage
class_2629 BossBarS2CPacket

class_2631 SkullBlockEntity
class_2632 DifficultyS2CPacket
class_2633 StructureBlockBlockEntity
class_2634 Action

class_2636 MobSpawnerBlockEntity
class_2637 ChunkDeltaUpdateS2CPacket

class_2639 CommandSuggestionsS2CPacket
class_2640 EndPortalBlockEntity
class_2641 CommandTreeS2CPacket
class_2642 CommandNodeData
class_2643 EndGatewayBlockEntity

class_2645 CloseScreenS2CPacket
class_2646 TrappedChestBlockEntity
class_2647 SaplingGenerator
class_2648 OpenHorseScreenS2CPacket
class_2649 InventoryS2CPacket
class_2650 LargeTreeSaplingGenerator
class_2651 ScreenHandlerPropertyUpdateS2CPacket
class_2652 BirchSaplingGenerator
class_2653 ScreenHandlerSlotUpdateS2CPacket
class_2654 AcaciaSaplingGenerator
class_2655 JungleSaplingGenerator
class_2656 CooldownUpdateS2CPacket
class_2657 DarkOakSaplingGenerator
class_2658 CustomPayloadS2CPacket
class_2659 SpruceSaplingGenerator
class_2660 PlaySoundIdS2CPacket
class_2661 DisconnectS2CPacket
class_2662 OakSaplingGenerator
class_2663 EntityStatusS2CPacket
class_2664 ExplosionS2CPacket
class_2665 PistonBlock
class_2666 UnloadChunkS2CPacket
class_2667 PistonExtensionBlock
class_2668 GameStateChangeS2CPacket
class_2669 PistonBlockEntity
class_2670 KeepAliveS2CPacket
class_2671 PistonHeadBlock
class_2672 ChunkDataS2CPacket
class_2673 WorldEventS2CPacket
class_2674 PistonHandler
class_2675 ParticleS2CPacket
class_2676 LightUpdateS2CPacket

class_2678 GameJoinS2CPacket

class_2680 BlockState

class_2682 EmptyBlockView
class_2683 MapUpdateS2CPacket
class_2684 EntityS2CPacket
class_2685 MoveRelative
class_2686 RotateAndMoveRelative
class_2687 Rotate
class_2688 State
class_2689 StateManager
class_2690 Builder
class_2691 Factory
class_2692 VehicleMoveS2CPacket
class_2693 SignEditorOpenS2CPacket
class_2694 CachedBlockPosition
class_2695 CraftFailedResponseS2CPacket
class_2696 PlayerAbilitiesS2CPacket
class_2697 BlockPatternBuilder


class_2700 BlockPattern
class_2701 BlockStateCacheLoader
class_2702 Result
class_2703 PlayerListS2CPacket

class_2705 Entry

class_2707 LookAtS2CPacket
class_2708 PlayerPositionLookS2CPacket
class_2709 Flag
class_2710 MaterialPredicate


class_2713 UnlockRecipesS2CPacket
class_2714 Action
class_2715 BlockStatePredicate
class_2716 EntitiesDestroyS2CPacket
class_2717 BlockPredicate
class_2718 RemoveEntityStatusEffectS2CPacket

class_2720 ResourcePackSendS2CPacket



class_2724 PlayerRespawnS2CPacket

class_2726 EntitySetHeadYawS2CPacket


class_2729 SelectAdvancementTabS2CPacket




class_2734 SetCameraEntityS2CPacket
class_2735 UpdateSelectedSlotS2CPacket
class_2736 ScoreboardDisplayS2CPacket
class_2737 BambooLeaves
class_2738 WallMountLocation
class_2739 EntityTrackerUpdateS2CPacket
class_2740 EntityAttachS2CPacket
class_2741 Properties
class_2742 BedPart
class_2743 EntityVelocityUpdateS2CPacket
class_2744 EntityEquipmentUpdateS2CPacket
class_2745 ChestType
class_2746 BooleanProperty
class_2747 ComparatorMode
class_2748 ExperienceBarUpdateS2CPacket
class_2749 HealthUpdateS2CPacket
class_2750 DoorHinge
class_2751 ScoreboardObjectiveUpdateS2CPacket
class_2752 EntityPassengersSetS2CPacket
class_2753 DirectionProperty
class_2754 EnumProperty

class_2756 DoubleBlockHalf
class_2757 ScoreboardPlayerUpdateS2CPacket
class_2758 IntProperty
class_2759 PlayerSpawnPositionS2CPacket
class_2760 BlockHalf
class_2761 WorldTimeUpdateS2CPacket


class_2764 PistonType
class_2765 PlaySoundFromEntityS2CPacket
class_2766 Instrument
class_2767 PlaySoundS2CPacket
class_2768 RailShape
class_2769 Property
class_2770 StopSoundS2CPacket
class_2771 SlabType
class_2772 PlayerListHeaderS2CPacket
class_2773 WireConnection
class_2774 NbtQueryResponseS2CPacket
class_2775 ItemPickupAnimationS2CPacket
class_2776 StructureBlockMode
class_2777 EntityPositionS2CPacket
class_2778 StairShape
class_2779 AdvancementUpdateS2CPacket
class_2780 WorldBorderListener
class_2781 EntityAttributesS2CPacket
class_2782 Entry
class_2783 EntityStatusEffectS2CPacket
class_2784 WorldBorder
class_2785 Area
class_2786 MovingArea
class_2787 StaticArea
class_2788 SynchronizeRecipesS2CPacket
class_2789 WorldBorderStage
class_2790 SynchronizeTagsS2CPacket
class_2791 Chunk
class_2792 ServerPlayPacketListener
class_2793 TeleportConfirmC2SPacket
class_2794 ChunkGenerator
class_2795 QueryBlockNbtC2SPacket

class_2797 ChatMessageC2SPacket

class_2799 ClientStatusC2SPacket
class_2800 Mode

class_2802 ChunkManager
class_2803 ClientSettingsC2SPacket
class_2804 ChunkNibbleArray
class_2805 RequestCommandCompletionsC2SPacket
class_2806 ChunkStatus
class_2807 GenerationTask
class_2808 ChunkType

class_2810 StructureHolder
class_2811 ButtonClickC2SPacket
class_2812 EmptyChunk
class_2813 ClickSlotC2SPacket
class_2814 BiMapPalette
class_2815 CloseHandledScreenC2SPacket
class_2816 IdListPalette
class_2817 CustomPayloadC2SPacket
class_2818 WorldChunk
class_2819 CreationType
class_2820 BookUpdateC2SPacket
class_2821 ReadOnlyChunk
class_2822 QueryEntityNbtC2SPacket
class_2823 ChunkProvider
class_2824 PlayerInteractEntityC2SPacket

class_2826 ChunkSection
class_2827 KeepAliveC2SPacket
class_2828 PlayerMoveC2SPacket
class_2829 PositionAndOnGround
class_2830 Full
class_2831 LookAndOnGround

class_2833 VehicleMoveC2SPacket
class_2834 ArrayPalette
class_2835 PaletteResizeListener
class_2836 BoatPaddleStateC2SPacket
class_2837 Palette
class_2838 PickFromInventoryC2SPacket
class_2839 ProtoChunk
class_2840 CraftRequestC2SPacket
class_2841 PalettedContainer
class_2842 UpdatePlayerAbilitiesC2SPacket
class_2843 UpgradeData
class_2844 Logic
class_2845 BuiltinLogic
class_2846 PlayerActionC2SPacket
class_2847 Action
class_2848 ClientCommandC2SPacket
class_2849 Mode

class_2851 PlayerInputC2SPacket
class_2852 ChunkSerializer
class_2853 RecipeBookDataC2SPacket

class_2855 RenameItemC2SPacket
class_2856 ResourcePackStatusC2SPacket
class_2857 Status

class_2859 AdvancementTabC2SPacket
class_2860 Action
class_2861 RegionFile
class_2862 ChunkBuffer
class_2863 SelectMerchantTradeC2SPacket


class_2866 UpdateBeaconC2SPacket
class_2867 RegionBasedStorage
class_2868 UpdateSelectedSlotC2SPacket

class_2870 UpdateCommandBlockC2SPacket
class_2871 UpdateCommandBlockMinecartC2SPacket

class_2873 CreativeInventoryActionC2SPacket
class_2874 DimensionType
class_2875 UpdateStructureBlockC2SPacket
class_2876 EnderDragonSpawnState
class_2877 UpdateSignC2SPacket

class_2879 HandSwingC2SPacket

class_2881 EnderDragonFight


class_2884 SpectatorTeleportC2SPacket
class_2885 PlayerInteractBlockC2SPacket
class_2886 PlayerInteractItemC2SPacket


class_2889 HandshakeC2SPacket
class_2890 ServerHandshakePacketListener
class_2891 DebugChunkGenerator

class_2893 GenerationStep
class_2894 Carver
class_2895 Feature
class_2896 ClientLoginPacketListener
class_2897 FlatChunkGenerator

class_2899 LoginQueryRequestS2CPacket

class_2901 LoginSuccessS2CPacket
class_2902 Heightmap
class_2903 Type
class_2904 Purpose
class_2905 LoginHelloS2CPacket

class_2907 LoginCompressionS2CPacket

class_2909 LoginDisconnectS2CPacket
class_2910 PhantomSpawner
class_2911 ServerLoginPacketListener

class_2913 LoginQueryResponseC2SPacket

class_2915 LoginHelloC2SPacket

class_2917 LoginKeyC2SPacket

class_2919 ChunkRandom

class_2921 ClientQueryPacketListener
class_2922 ConfiguredCarver
class_2923 QueryPongS2CPacket
class_2924 QueryResponseS2CPacket
class_2925 CaveCarver
class_2926 ServerMetadata
class_2927 Players
class_2928 Deserializer
class_2929 Deserializer
class_2930 Version
class_2931 Serializer

class_2933 ServerQueryPacketListener
class_2934 NetherCaveCarver
class_2935 QueryPingC2SPacket

class_2937 QueryRequestC2SPacket

class_2939 Carver
class_2940 TrackedData
class_2941 TrackedDataHandler
class_2942 BambooFeature
class_2943 TrackedDataHandlerRegistry
class_2944 TreeFeature
class_2945 DataTracker
class_2946 Entry



class_2950 ForestRockFeature

class_2952 RecipeGridAligner
class_2953 BonusChestFeature
class_2954 BlueIceFeature
class_2955 InputSlotFiller
class_2956 BuriedTreasureStructure



class_2960 Identifier
class_2961 Serializer

class_2963 SingleStateFeatureConfig
class_2964 ChorusPlantFeature
class_2965 ProjectileDispenserBehavior
class_2966 Bootstrap
class_2967 BoatDispenserBehavior
class_2968 AutomaticItemPlacementContext
class_2969 FallibleItemDispenserBehavior
class_2970 BlockPlacementDispenserBehavior

class_2972 CoralClawFeature
class_2973 ShaderParseException
class_2974 JsonStackTrace
class_2975 ConfiguredFeature
class_2976 PendingServerCommand
class_2977 CoralMushroomFeature
class_2978 CoralFeature
class_2979 CoralTreeFeature
class_2980 DebugLoggerPrintStream
class_2981 EulaReader

class_2983 LoggerPrintStream
class_2984 CountConfig
class_2985 PlayerAdvancementTracker

class_2987 OffThreadException

class_2989 ServerAdvancementLoader

class_2991 CommandFunctionManager
class_2992 Entry

class_2994 DedicatedServer
class_2995 ServerScoreboard
class_2996 UpdateMode





class_3002 CommandBossBar
class_3003 NoiseThresholdCountPlacementModifier
class_3004 BossBarManager
class_3005 DesertWellFeature
class_3006 DesertPyramidStructure

class_3008 AdvancementCommand
class_3009 Operation
class_3010 Selection
class_3011 DiskFeature
class_3012 BanIpCommand

class_3014 BanListCommand

class_3016 BanCommand

class_3018 EndGatewayFeatureConfig
class_3019 BossBarCommand
class_3020 ClearCommand
class_3021 EndCityStructure

class_3023 CloneCommand
class_3024 BlockInfo
class_3025 Mode
class_3026 EndIslandFeature
class_3027 DatapackCommand
class_3028 PackAdder
class_3029 EndGatewayFeature
class_3030 DeOpCommand
class_3031 Feature
class_3032 DebugCommand
class_3033 EndPortalFeature

class_3035 DefaultGameModeCommand
class_3036 DifficultyCommand
class_3037 FeatureConfig

class_3039 LootCommand
class_3040 FeedbackMessage
class_3041 Target
class_3042 SourceConstructor
class_3043 EffectCommand
class_3044 FossilFeature
class_3045 MeCommand

class_3047 GlowstoneBlobFeature
class_3048 EnchantCommand

class_3050 ExecuteCommand
class_3051 ExistsCondition
class_3052 Condition

class_3054 ExperienceCommand
class_3055 Component

class_3057 FillCommand
class_3058 Mode
class_3059 HugeBrownMushroomFeature
class_3060 ForceLoadCommand

class_3062 FunctionCommand

class_3064 GameModeCommand
class_3065 GameRuleCommand
class_3066 HugeRedMushroomFeature

class_3068 GiveCommand
class_3069 HelpCommand
class_3070 IceSpikeFeature
class_3071 IglooStructure

class_3073 KickCommand
class_3074 IcebergFeature
class_3075 KillCommand
class_3076 JungleTempleStructure

class_3078 ListCommand
class_3079 LocateCommand

class_3081 KelpFeature
class_3082 MessageCommand
class_3083 OpCommand

class_3085 LakeFeature
class_3086 PardonCommand

class_3088 PardonIpCommand
class_3089 ParticleCommand

class_3091 PlaySoundCommand

class_3093 PublishCommand

class_3095 RecipeCommand

class_3097 ReloadCommand
class_3098 MineshaftStructure

class_3100 Type


class_3103 DungeonFeature
class_3104 SaveAllCommand

class_3106 SaveOffCommand
class_3107 SaveOnCommand
class_3108 NetherFortressStructure

class_3110 SayCommand
class_3111 DefaultFeatureConfig
class_3112 ScheduleCommand


class_3115 ScoreboardCommand
class_3116 OceanMonumentStructure

class_3118 SeedCommand
class_3119 SetBlockCommand
class_3120 Filter
class_3121 Mode
class_3122 OreFeature
class_3123 SetIdleTimeoutCommand
class_3124 OreFeatureConfig


class_3127 SpawnPointCommand
class_3128 SetWorldSpawnCommand


class_3131 SpreadPlayersCommand
class_3132 Pile
class_3133 ProbabilityConfig
class_3134 StopCommand
class_3135 RandomBooleanFeature
class_3136 StopSoundCommand
class_3137 RandomBooleanFeatureConfig
class_3138 SummonCommand

class_3140 TagCommand
class_3141 RandomFeatureConfig
class_3142 TeamCommand
class_3143 TeleportCommand
class_3144 LookTarget

class_3146 TellRawCommand


class_3149 TimeCommand
class_3150 RandomFeature
class_3151 TitleCommand
class_3152 EmeraldOreFeature
class_3153 TriggerCommand
class_3154 EmeraldOreFeatureConfig
class_3155 WeatherCommand
class_3156 WhitelistCommand

class_3158 WorldBorderCommand

class_3160 SeaPickleFeature
class_3161 BlockDataObject
class_3162 DataCommandObject

class_3164 DataCommand
class_3165 ModifyOperation
class_3166 ModifyArgumentCreator
class_3167 ObjectType
class_3168 SeagrassFeature
class_3169 EntityDataObject
class_3170 ShipwreckStructure


class_3173 SimpleBlockFeature
class_3174 DedicatedPlayerManager
class_3175 SimpleBlockFeatureConfig
class_3176 MinecraftDedicatedServer
class_3177 SimpleRandomFeature
class_3178 DedicatedServerWatchdog
class_3179 SimpleRandomFeatureConfig

class_3181 Spike
class_3182 DedicatedServerGui
class_3183 FreezeTopLayerFeature
class_3184 PlayerListGui
class_3185 SpringFeature
class_3186 PlayerStatsGui

class_3188 StrongholdStructure


class_3191 BlockBreakingInfo

class_3193 ChunkHolder
class_3194 LevelType
class_3195 Structure
class_3196 ChunkPosDistanceLevelPropagator
class_3197 SwampHutStructure



class_3201 DemoServerPlayerInteractionManager


class_3204 ChunkTicketManager
class_3205 DistanceFromNearestPlayerTracker


class_3208 EntityTracker

class_3210 PlayerChunkWatchingManager


class_3213 ServerBossBar

class_3215 ServerChunkManager
class_3216 TicketManager
class_3217 VoidStartPlatformFeature
class_3218 ServerWorld
class_3219 VinesFeature


class_3222 ServerPlayerEntity
class_3223 WoodlandMansionStructure

class_3225 ServerPlayerInteractionManager
class_3226 RandomFeatureEntry
class_3227 ServerLightingProvider
class_3228 ChunkTicket
class_3229 FlatChunkGeneratorLayer
class_3230 ChunkTicketType
class_3231 EntityTrackerEntry
class_3232 FlatChunkGeneratorConfig
class_3233 ChunkRegion

class_3235 MultiTickScheduler


class_3238 LegacyQueryHandler

class_3240 LocalServerHandshakeNetworkHandler

class_3242 ServerNetworkIo

class_3244 ServerPlayNetworkHandler

class_3246 ServerHandshakeNetworkHandler

class_3248 ServerLoginNetworkHandler
class_3249 State

class_3251 ServerQueryNetworkHandler



class_3255 AbstractFileResourcePack


class_3258 ZipResourcePack
class_3259 DirectoryResourcePack


class_3262 ResourcePack

class_3264 ResourceType

class_3266 ResourceNotFoundException

class_3268 DefaultResourcePack

class_3270 ResourceMetadataReader

class_3272 PackResourceMetadata

class_3274 PackResourceMetadataReader
class_3275 NoiseBasedCountPlacementModifier



class_3279 FileResourcePackProvider

class_3281 ResourcePackCompatibility

class_3283 ResourcePackManager

class_3285 ResourcePackProvider
class_3286 VanillaDataPackProvider

class_3288 ResourcePackProfile
class_3289 InsertionPosition




class_3294 NamespaceResourceManager
class_3295 DebugInputStream


class_3298 Resource

class_3300 ResourceManager

class_3302 ResourceReloader

class_3304 ReloadableResourceManagerImpl




class_3309 BanEntry
class_3310 EndSpikeFeature
class_3311 SpikeCache
class_3312 UserCache
class_3313 Entry



class_3317 BannedIpList


class_3320 BannedIpEntry
class_3321 ServerConfigHandler
class_3322 ServerConfigException

class_3324 PlayerManager

class_3326 OperatorList
class_3327 OperatorEntry


class_3330 ServerConfigEntry
class_3331 ServerConfigList



class_3335 BannedPlayerList
class_3336 BannedPlayerEntry
class_3337 Whitelist

class_3339 Piece
class_3340 WhitelistEntry
class_3341 BlockBox
class_3342 EndCityGenerator
class_3343 Piece
class_3344 Part
class_3345 DataStreamHelper
class_3346 DesertTempleGenerator
class_3347 BufferHelper
class_3348 JungleTempleGenerator
class_3349 CobblestoneRandomizer
class_3350 RconCommandOutput
class_3351 IglooGenerator
class_3352 Piece
class_3353 MineshaftGenerator
class_3354 MineshaftCorridor
class_3355 MineshaftCrossing
class_3356 MineshaftPart
class_3357 MineshaftRoom
class_3358 MineshaftStairs
class_3359 RconBase
class_3360 FeatureUpdater



class_3364 QueryResponseHandler
class_3365 Query
class_3366 OceanMonumentGenerator
class_3367 DoubleXRoomFactory
class_3368 DoubleXYRoomFactory
class_3369 DoubleYRoomFactory
class_3370 DoubleYZRoomFactory
class_3371 DoubleZRoomFactory
class_3372 SimpleRoomFactory
class_3373 SimpleRoomTopFactory
class_3374 Base
class_3375 PieceFactory
class_3376 CoreRoom
class_3377 DoubleXRoom
class_3378 DoubleXYRoom
class_3379 DoubleYRoom
class_3380 DoubleYZRoom
class_3381 DoubleZRoom
class_3382 Entry
class_3383 Penthouse
class_3384 Piece
class_3385 SimpleRoom
class_3386 SimpleRoomTop
class_3387 WingRoom
class_3388 PieceSetting
class_3389 RconClient
class_3390 NetherFortressGenerator
class_3391 BridgeCrossing
class_3392 BridgeEnd
class_3393 Bridge
class_3394 CorridorStairs
class_3395 CorridorBalcony
class_3396 CorridorExit
class_3397 CorridorCrossing
class_3398 CorridorLeftTurn
class_3399 SmallCorridor
class_3400 CorridorRightTurn
class_3401 CorridorNetherWartsRoom
class_3402 BridgePlatform
class_3403 Piece
class_3404 PieceData
class_3405 BridgeSmallCrossing
class_3406 BridgeStairs
class_3407 Start
class_3408 RconListener
class_3409 OceanRuinGenerator
class_3410 Piece
class_3411 OceanRuinStructure

class_3413 BiomeTemperature
class_3414 SoundEvent
class_3415 ShipwreckGenerator
class_3416 Piece
class_3417 SoundEvents
class_3418 ShiftableStructurePiece
class_3419 SoundCategory

class_3421 StrongholdGenerator
class_3422 ChestCorridor
class_3423 SmallCorridor
class_3424 FiveWayCrossing
class_3425 LeftTurn
class_3426 Library
class_3427 PieceData
class_3428 PortalRoom
class_3429 PrisonHall
class_3430 RightTurn
class_3431 SquareRoom
class_3432 StoneBrickRandomizer
class_3433 SpiralStaircase
class_3434 Start
class_3435 Corridor
class_3436 Stairs
class_3437 Piece
class_3438 EntranceType
class_3439 RecipeBook
class_3440 ChunkUpdateState
class_3441 ServerRecipeBook
class_3442 ServerStatHandler
class_3443 StructurePiece
class_3444 BlockRandomizer
class_3445 Stat
class_3446 StatFormatter
class_3447 SwampHutGenerator
class_3448 StatType
class_3449 StructureStart
















class_3466 Turn

class_3468 Stats
class_3469 StatHandler
class_3470 SimpleStructurePiece
class_3471 WoodlandMansionGenerator
class_3472 FirstFloorRoomPool
class_3473 RoomPool
class_3474 MansionParameters
class_3475 LayoutGenerator
class_3476 GenerationPiece
class_3477 SecondFloorRoomPool
class_3478 FlagMatrix
class_3479 ThirdFloorRoomPool
class_3480 Piece
class_3481 BlockTags

class_3483 EntityTypeTags

class_3485 StructureTemplateManager
class_3486 FluidTags

class_3488 BlockRotStructureProcessor
class_3489 ItemTags

class_3491 StructureProcessor
class_3492 StructurePlacementData


class_3495 TagBuilder

class_3497 TagEntry

class_3499 StructureTemplate
class_3500 Palette
class_3501 StructureBlockInfo
class_3502 StructureEntityInfo
class_3503 TagGroupLoader

class_3505 TagManagerLoader


class_3508 PackedIntegerArray
class_3509 TypeFilterableList



class_3513 Int2ObjectBiMap

class_3515 NetworkEncryptionUtils

class_3517 MetricsData
class_3518 JsonHelper


class_3521 NetworkUtils






class_3528 Lazy

class_3530 LowercaseEnumTypeAdapterFactory

class_3532 MathHelper
class_3533 ProfilerSystem
class_3534 ProfilerTiming

class_3536 ProgressListener
class_3537 OctavePerlinNoiseSampler


class_3540 SmoothUtil
class_3541 SimplexNoiseSampler
class_3542 StringIdentifiable
class_3543 OctaveSimplexNoiseSampler
class_3544 StringHelper
class_3545 Pair

class_3547 BlockLightStorage
class_3548 Data


class_3551 Schemas
class_3552 ChunkBlockLightProvider
class_3553 ChoiceTypesFix
class_3554 LevelPropagator
class_3555 AdvancementsFix
class_3556 ChunkToNibbleArrayMap
class_3557 BedBlockEntityFix
class_3558 ChunkLightProvider
class_3559 BedItemColorFix
class_3560 LightStorage
class_3561 BiomesFix
class_3562 ChunkLightingView
class_3563 Empty
class_3564 BlockEntityBannerColorFix
class_3565 LightingView
class_3566 BlockEntityBlockStateFix
class_3567 BlockEntityCustomNameToTextFix
class_3568 LightingProvider
class_3569 SkyLightStorage
class_3570 Data
class_3571 BlockEntityIdFix
class_3572 ChunkSkyLightProvider
class_3573 BlockEntityJukeboxFix
class_3574 BlockEntityKeepPacked
class_3575 BlockEntityShulkerBoxColorFix
class_3576 EmptyFluid
class_3577 BlockEntitySignTextStrictJsonFix
class_3578 BlockNameFlatteningFix
class_3579 BlockNameFix
class_3580 BlockStateFlattening
class_3581 BlockStateStructureTemplateFix
class_3582 ChunkPalettedStorageFix
class_3583 ChunkNibbleArray
class_3584 Facing
class_3585 Axis
class_3586 Direction
class_3587 Section
class_3588 Level
class_3589 ChunkStatusFix
class_3590 ChunkStructuresTemplateRenameFix
class_3591 ChunkToProtoChunkFix
class_3592 ColorlessShulkerEntityFix
